#podpoweidź#program#programowanie#nauka;przykłady projektów do napisania;https://github.com/karan/Projects
#praca#porady#programista;artykuły z poradami;https://github.com/lukasz-madon/awesome-remote-job
#linux#obraz;budowa małego obrazu linuxa;https://fabianstumpf.de/articles/tinycore_images.htm
#program#programowanie#darmowe;jakiś darmowy stuff;https://github.com/ripienaar/free-for-dev
#narzędzia#dev;narzędzia dev;https://github.com/awesome-foss/awesome-sysadmin
#narzędzia#dev;narzędzia dev;https://github.com/awesome-selfhosted/awesome-selfhosted
#CSS#filtry#instagram;filtry css jak instagram;https://github.com/una/CSSgram
#darmowe#zdjęcia;darmowe zdjęcia;https://librestock.com/
#kalkulator#wyceniania#aplikacji;wycena budowy aplikacji;https://estimatemyapp.com/
#CSS#windows;css windows 7;https://khang-nd.github.io/7.css/
#dokumentacja#programowanie;zbiór dokumentacji do wszystkiego!;https://devdocs.io/
#emulator#windows;emulator windows i innych napisany w javascript;https://www.cambus.net/emulators-written-in-javascript/
#tester#hacking;plik tekstowy z wyjątkami do wstrzyknięcia do gotowych aplikacji;https://github.com/minimaxir/big-list-of-naughty-strings/blob/master/blns.txt
#crowdfunding;Start a Profitable Side Project in 2020 Indie Hackers;https://www.indiehackers.com/start
#programista#nauka#pisania#szybkiego;Typing Practice for Programmers SpeedCoder;https://www.speedcoder.net/
#git#system#plików#optymalizacja; git system plików optymalizacja;https://github.com/microsoft/VFSForGit
#ikony#tworzenie;Piskel Free online sprite editor;https://www.piskelapp.com/
#programista#nauka#html#css;Interneting Is Hard Web Development Tutorials For Complete Beginners;https://www.internetingishard.com/
#opensource#przewodnik;Przewodnik po Open Source Open Source Guides;https://opensource.guide/pl/
#linux#skrypt#system;GitHub marcan/takeover.sh: Wipe and reinstall a running Linux system via SSH, without rebooting. You know you want to.;https://github.com/marcan/takeover.sh
#ksiazka#programista#nauka;Learn C Programming With 9 Excellent Free Open Source Books OSS Blog;https://www.ossblog.org/learn-c-programming-with-9-excellent-open-source-books/
#programista#nauka;design patterns for humans/README.md at master kamranahmedse/design patterns for humans GitHub;https://github.com/kamranahmedse/design-patterns-for-humans/blob/master/README.md
#programista#nauka#javascript;Master JavaScript Programming with 18 Free Open Source Books OSS Blog;https://www.ossblog.org/master-javascript-programming-with-open-source-books/
#programista#sql#projektowanie;GitHub donnemartin/system design primer: Learn how to design large scale systems. Prep for the system design interview. Includes Anki flashcards.;https://github.com/donnemartin/system-design-primer
#programista#css#animacje;Animista CSS Animations on Demand;https://animista.net/play/basic/swing/swing-top-fwd
#programista#co_mieć;GitHub kamranahmedse/developer roadmap: Roadmap to becoming a web developer in 2021;https://github.com/kamranahmedse/developer-roadmap
#programowanie#pakiety#templaty#różne_języki;Boilrplate;http://www.boilrplate.com/
#css#programowanie#framework;mini.css Minimal, responsive, style agnostic CSS framework;https://minicss.org/index.html
#git#programowanie#serwer;How To Host Your Own Private Git Repositories;https://eklitzke.org/how-to-host-your-own-private-git-repositories
#nauka#programowanie#python;Learn 90% of Python in 90 Minutes;https://www.slideshare.net/MattHarrison4/learn-90
#programista#nowy#język;68 Resources on creating programming languages;https://tomassetti.me/resources-create-programming-languages/
